loan_id,cust_id,loan_purpose,loan_type,sanction_amount,loan_amount,processing_fee,gst,net_disbursement,loan_tenure_months,principal_outstanding,bank_balance_at_application,disbursal_date,installment_start_dt,default
L44210,C44210,Auto,Secured,5453000,5215000,104300.0,938700,4172000,33,1908730,2468577,2023-12-24,2024-01-14,False
L44211,C44211,Home,Secured,7386000,7155000,143100.0,1287900,5724000,31,1002252,600349,2023-12-24,2024-01-15,True
L44212,C44212,Personal,Unsecured,2179000,1929000,38580.0,347220,1543200,23,1333108,564618,2023-12-24,2023-12-28,False
L44213,C44213,Auto,Secured,2910000,2408000,48160.0,433440,1926400,25,1584312,1262727,2023-12-24,2024-01-20,False
L44214,C44214,Auto,Secured,687000,603000,12060.0,108540,482400,31,170490,122885,2023-12-24,2024-01-20,False
L44215,C44215,Auto,Secured,1099000,825000,16500.0,148500,660000,28,442142,399633,2023-12-24,2024-01-02,False
L44216,C44216,Personal,Unsecured,1869000,1602000,32040.0,288360,1281600,17,1153439,844451,2023-12-24,2024-01-07,False
L44217,C44217,Home,Secured,24478000,22240000,444800.0,4003200,17792000,28,5000000,1780587,2023-12-24,2024-01-18,False
L44218,C44218,Education,Secured,2438000,1798000,35960.0,323640,1438400,39,1024262,668518,2023-12-24,2024-01-11,False
L44219,C44219,Personal,Unsecured,2498000,2333000,46660.0,419940,1866400,14,1679759,1353817,2023-12-24,2024-01-19,False
L44220,C44220,Home,Secured,10017000,8865000,177300.0,1595700,7092000,48,2058548,969056,2023-12-24,2023-12-25,False
L44221,C44221,Home,Secured,5986000,4390000,87800.0,790200,3512000,35,1255851,731939,2023-12-24,2024-01-05,False
L44222,C44222,Auto,Secured,4032000,3103000,62060.0,558540,2482400,25,2028027,1278189,2023-12-24,2024-01-09,False
L44223,C44223,Education,Secured,5270000,4558000,91160.0,820440,3646400,32,2349594,1816068,2023-12-24,2023-12-31,False
L44224,C44224,Personal,Unsecured,5000000,4064000,81280.0,731520,3251200,19,2926079,3659973,2023-12-24,2023-12-29,False
L44225,C44225,Personal,Unsecured,2957000,2632000,52640.0,473760,2105600,23,1895039,1432827,2023-12-24,2023-12-28,False
L44226,C44226,Personal,Unsecured,449000,333000,6660.0,59940,266400,15,237922,154085,2023-12-24,2023-12-30,False
L44227,C44227,Education,Secured,13418000,11054000,221080.0,1989720,8843200,37,4550608,2921632,2023-12-24,2024-01-05,False
L44228,C44228,Personal,Unsecured,3366000,3123000,62460.0,562140,2498400,22,2248559,1482544,2023-12-24,2024-01-05,False
L44229,C44229,Personal,Unsecured,2147000,1744000,34880.0,313920,1395200,18,1255679,686305,2023-12-24,2024-01-18,False
L44230,C44230,Auto,Secured,4723000,3496000,69920.0,629280,2796800,30,2110209,979471,2023-12-25,2023-12-31,False
L44231,C44231,Education,Secured,477000,468000,9360.0,84240,374400,18,152214,55735,2023-12-25,2024-01-07,False
L44232,C44232,Education,Secured,1416000,1092000,21840.0,196560,873600,57,423743,236384,2023-12-25,2024-01-06,False
L44233,C44233,Personal,Unsecured,1156000,1143000,22860.0,205740,914400,18,757145,728486,2023-12-25,2024-01-04,False
L44234,C44234,Home,Secured,2800000,2414000,48280.0,434520,1931200,31,394632,359076,2023-12-25,2024-01-01,False
L44235,C44235,Auto,Secured,1170000,1007000,20140.0,181260,805600,13,384030,274521,2023-12-25,2023-12-31,False
L44236,C44236,Education,Secured,3567000,2969000,59380.0,534420,2375200,30,1713122,864944,2023-12-25,2023-12-26,False
L44237,C44237,Auto,Secured,762000,586000,11720.0,105480,468800,13,311972,194077,2023-12-25,2024-01-15,False
L44238,C44238,Home,Secured,491000,481000,9620.0,86580,384800,25,107615,63405,2023-12-25,2024-01-19,False
L44239,C44239,Auto,Secured,7599000,7458000,149160.0,1342440,5966400,34,3232470,2786511,2023-12-25,2024-01-08,False
L44240,C44240,Auto,Secured,358000,252000,5040.0,45360,201600,34,158918,116126,2023-12-25,2024-01-16,False
L44241,C44241,Home,Secured,2691000,2534000,50680.0,456120,2027200,32,563078,368746,2023-12-25,2024-01-03,False
L44242,C44242,Personal,Unsecured,724000,664000,13280.0,119520,531200,7,353335,350114,2023-12-25,2023-12-28,False
L44243,C44243,Personal,Unsecured,2341000,2155000,43100.0,387900,1724000,14,1551599,1423134,2023-12-25,2024-01-24,False
L44244,C44244,Home,Secured,4260000,3935000,78700.0,708300,3148000,40,598629,489808,2023-12-25,2024-01-02,False
L44245,C44245,Personal,Unsecured,687000,554000,11080.0,99720,443200,8,398879,429158,2023-12-25,2024-01-12,False
L44246,C44246,Home,Secured,7182000,6728000,134560.0,1211040,5382400,26,1409110,743088,2023-12-25,2024-01-24,False
L44247,C44247,Education,Secured,1509000,1152000,23040.0,207360,921600,20,501767,283908,2023-12-25,2024-01-22,False
L44248,C44248,Personal,Unsecured,360000,334000,6680.0,60120,267200,22,158645,175651,2023-12-25,2024-01-09,False
L44249,C44249,Education,Secured,623000,511000,10220.0,91980,408800,12,193733,111806,2023-12-25,2024-01-06,True
L44250,C44250,Auto,Secured,5127000,4602000,92040.0,828360,3681600,27,2278653,1008241,2023-12-25,2024-01-12,False
L44251,C44251,Personal,Unsecured,289000,259000,5180.0,46620,207200,21,145726,140079,2023-12-25,2024-01-06,False
L44252,C44252,Education,Secured,822000,615000,12300.0,110700,492000,58,281916,153811,2023-12-25,2024-01-01,False
L44253,C44253,Education,Secured,4877000,4250000,85000.0,765000,3400000,55,1852972,1071497,2023-12-25,2023-12-30,False
L44254,C44254,Home,Secured,1432000,1054000,21080.0,189720,843200,31,310913,203775,2023-12-25,2024-01-11,False
L44255,C44255,Home,Secured,2869000,2256000,45120.0,406080,1804800,31,564868,284474,2023-12-25,2024-01-19,False
L44256,C44256,Personal,Unsecured,1335000,976000,19520.0,175680,780800,19,702719,492166,2023-12-25,2024-01-15,False
L44257,C44257,Home,Secured,1906000,1583000,31660.0,284940,1266400,26,337504,310900,2023-12-26,2024-01-01,False
L44258,C44258,Personal,Unsecured,640000,527000,10540.0,94860,421600,18,369886,291268,2023-12-26,2024-01-04,False
L44259,C44259,Home,Secured,11291000,9085000,181700.0,1635300,7268000,40,1767699,1060348,2023-12-26,2024-01-10,False
L44260,C44260,Home,Secured,4506000,3714000,74280.0,668520,2971200,47,900630,566084,2023-12-26,2024-01-19,False
L44261,C44261,Auto,Secured,3637000,3604000,72080.0,648720,2883200,35,1621511,1170873,2023-12-26,2024-01-24,False
L44262,C44262,Home,Secured,9361000,7025000,140500.0,1264500,5620000,38,1297369,895289,2023-12-26,2024-01-04,False
L44263,C44263,Personal,Unsecured,309000,287000,5740.0,51660,229600,6,177833,89354,2023-12-26,2024-01-23,False
L44264,C44264,Education,Secured,724000,664000,13280.0,119520,531200,27,183912,103188,2023-12-26,2024-01-17,False
L44265,C44265,Home,Secured,1772000,1571000,31420.0,282780,1256800,31,225813,140374,2023-12-26,2023-12-29,True
L44266,C44266,Auto,Secured,1110000,874000,17480.0,157320,699200,31,590445,349114,2023-12-26,2024-01-14,False
L44267,C44267,Personal,Unsecured,706000,672000,13440.0,120960,537600,20,415940,291848,2023-12-26,2023-12-27,False
L44268,C44268,Education,Secured,1690000,1604000,32080.0,288720,1283200,49,645734,412186,2023-12-26,2024-01-05,False
L44269,C44269,Personal,Unsecured,2367000,1677000,33540.0,301860,1341600,11,1207439,1115343,2023-12-26,2024-01-20,False
L44270,C44270,Home,Secured,5314000,5016000,100320.0,902880,4012800,31,1062029,1027015,2023-12-26,2023-12-27,False
L44271,C44271,Personal,Unsecured,5000000,4660000,93200.0,838800,3728000,6,3355199,2598132,2023-12-26,2024-01-23,False
L44272,C44272,Personal,Unsecured,2411000,2157000,43140.0,388260,1725600,20,1553039,912120,2023-12-26,2024-01-16,False
L44273,C44273,Education,Secured,510000,506000,10120.0,91080,404800,41,139988,81840,2023-12-26,2024-01-16,False
L44274,C44274,Auto,Secured,211000,176000,3520.0,31680,140800,33,74669,43349,2023-12-26,2024-01-01,False
L44275,C44275,Home,Secured,2182000,1706000,34120.0,307080,1364800,43,445996,275264,2023-12-26,2024-01-24,False
L44276,C44276,Personal,Unsecured,535000,387000,7740.0,69660,309600,20,275554,165183,2023-12-26,2023-12-29,False
L44277,C44277,Education,Secured,2940000,2645000,52900.0,476100,2116000,43,1050442,540167,2023-12-26,2024-01-19,False
L44278,C44278,Auto,Secured,295000,207000,4140.0,37260,165600,19,127098,87194,2023-12-26,2024-01-21,False
L44279,C44279,Home,Secured,9718000,7428000,148560.0,1337040,5942400,40,1252046,968307,2023-12-26,2024-01-16,False
L44280,C44280,Home,Secured,3822000,3573000,71460.0,643140,2858400,46,784433,397213,2023-12-26,2024-01-13,False
L44281,C44281,Home,Secured,12660000,8989000,179780.0,1618020,7191200,38,2101655,1252629,2023-12-26,2024-01-20,False
L44282,C44282,Personal,Unsecured,2223000,1820000,36400.0,327600,1456000,17,1310399,1087057,2023-12-26,2024-01-02,False
L44283,C44283,Auto,Secured,577000,432000,8640.0,77760,345600,23,181813,135273,2023-12-26,2024-01-17,False
L44284,C44284,Education,Secured,3233000,2678000,53560.0,482040,2142400,58,1446903,550655,2023-12-27,2024-01-09,False
L44285,C44285,Education,Secured,5410000,4495000,89900.0,809100,3596000,51,1238399,718480,2023-12-27,2023-12-30,False
L44286,C44286,Personal,Unsecured,440000,374000,7480.0,67320,299200,12,269279,199157,2023-12-27,2023-12-28,False
L44287,C44287,Auto,Secured,10000000,8870000,177400.0,1596600,7096000,30,5000000,4290017,2023-12-27,2024-01-20,False
L44288,C44288,Personal,Unsecured,2994000,2510000,50200.0,451800,2008000,8,1807199,1164068,2023-12-27,2024-01-07,False
L44289,C44289,Auto,Secured,1130000,820000,16400.0,147600,656000,21,590399,296807,2023-12-27,2024-01-24,False
L44290,C44290,Personal,Unsecured,1870000,1482000,29640.0,266760,1185600,20,1045120,745380,2023-12-27,2024-01-12,False
L44291,C44291,Education,Secured,14187000,11924000,238480.0,2146320,9539200,41,4444549,2410509,2023-12-27,2023-12-28,False
L44292,C44292,Auto,Secured,1271000,1152000,23040.0,207360,921600,34,457519,302388,2023-12-27,2024-01-04,False
L44293,C44293,Home,Secured,1261000,925000,18500.0,166500,740000,39,141497,107617,2023-12-27,2024-01-11,False
L44294,C44294,Personal,Unsecured,5000000,3903000,78060.0,702540,3122400,7,2638412,2232628,2023-12-27,2024-01-16,False
L44295,C44295,Education,Secured,4394000,4315000,86300.0,776700,3452000,45,1924660,1151840,2023-12-27,2024-01-01,False
L44296,C44296,Home,Secured,712000,522000,10440.0,93960,417600,39,126394,60913,2023-12-27,2024-01-18,False
L44297,C44297,Personal,Unsecured,2242000,2174000,43480.0,391320,1739200,17,1565279,1333538,2023-12-27,2024-01-22,False
L44298,C44298,Personal,Unsecured,2616000,2321000,46420.0,417780,1856800,17,1671119,1004146,2023-12-27,2023-12-30,False
L44299,C44299,Personal,Unsecured,676000,603000,12060.0,108540,482400,11,434159,406170,2023-12-27,2024-01-24,False
L44300,C44300,Education,Secured,3209000,3061000,61220.0,550980,2448800,21,1173512,496095,2023-12-27,2024-01-19,False
L44301,C44301,Education,Secured,1004000,814000,16280.0,146520,651200,28,339904,142824,2023-12-27,2023-12-31,False
L44302,C44302,Personal,Unsecured,863000,672000,13440.0,120960,537600,23,483839,356872,2023-12-27,2024-01-17,False
L44303,C44303,Home,Secured,4544000,3910000,78200.0,703800,3128000,25,482497,308209,2023-12-27,2024-01-15,False
L44304,C44304,Personal,Unsecured,740000,557000,11140.0,100260,445600,18,263817,222995,2023-12-27,2024-01-02,False
L44305,C44305,Education,Secured,5313000,3785000,75700.0,681300,3028000,44,1688804,1038769,2023-12-27,2024-01-16,False
L44306,C44306,Personal,Unsecured,5000000,4258000,85160.0,766440,3406400,10,3065759,4218527,2023-12-27,2024-01-06,False
L44307,C44307,Personal,Unsecured,1097000,865000,17300.0,155700,692000,18,622799,280194,2023-12-27,2024-01-25,False
L44308,C44308,Education,Secured,7438000,5389000,107780.0,970020,4311200,44,2396413,1126402,2023-12-27,2024-01-08,False
L44309,C44309,Home,Secured,11590000,8966000,179320.0,1613880,7172800,46,2145830,1585770,2023-12-27,2024-01-13,False
L44310,C44310,Personal,Unsecured,2010000,1513000,30260.0,272340,1210400,19,1089359,1183523,2023-12-27,2024-01-15,False
L44311,C44311,Education,Secured,18756000,17359000,347180.0,3124620,13887200,36,3832413,2994720,2023-12-27,2024-01-26,False
L44312,C44312,Auto,Secured,1317000,1210000,24200.0,217800,968000,12,553150,440988,2023-12-28,2024-01-05,True
L44313,C44313,Personal,Unsecured,690000,644000,12880.0,115920,515200,19,463679,294300,2023-12-28,2024-01-04,False
L44314,C44314,Home,Secured,5074000,4134000,82680.0,744120,3307200,32,806979,701011,2023-12-28,2024-01-11,True
L44315,C44315,Auto,Secured,8565000,7919000,158380.0,1425420,6335200,28,3171698,2407407,2023-12-28,2024-01-22,False
L44316,C44316,Personal,Unsecured,1604000,1425000,28500.0,256500,1140000,19,1025999,1176969,2023-12-28,2024-01-14,False
L44317,C44317,Home,Secured,8038000,6058000,121160.0,1090440,4846400,25,1425459,574368,2023-12-28,2024-01-18,False
L44318,C44318,Home,Secured,10726000,8738000,174760.0,1572840,6990400,44,1934843,1259465,2023-12-28,2024-01-23,False
L44319,C44319,Personal,Unsecured,2268000,1751000,35020.0,315180,1400800,11,1260719,608482,2023-12-28,2024-01-12,False
L44320,C44320,Personal,Unsecured,3728000,3400000,68000.0,612000,2720000,12,2447999,2084290,2023-12-28,2023-12-30,False
L44321,C44321,Personal,Unsecured,413000,312000,6240.0,56160,249600,12,197842,161151,2023-12-28,2024-01-27,True
L44322,C44322,Education,Secured,4206000,3729000,74580.0,671220,2983200,18,1246949,859743,2023-12-28,2024-01-17,False
L44323,C44323,Auto,Secured,4235000,3814000,76280.0,686520,3051200,33,2398391,1465709,2023-12-28,2024-01-22,False
L44324,C44324,Home,Secured,6598000,6250000,125000.0,1125000,5000000,28,814981,866412,2023-12-28,2024-01-06,False
L44325,C44325,Auto,Secured,152000,134000,2680.0,24120,107200,20,59225,50269,2023-12-28,2024-01-18,False
L44326,C44326,Personal,Unsecured,1890000,1622000,32440.0,291960,1297600,9,1167839,1151719,2023-12-28,2024-01-23,False
L44327,C44327,Auto,Secured,2609000,2340000,46800.0,421200,1872000,18,966528,804158,2023-12-28,2024-01-06,False
L44328,C44328,Home,Secured,9349000,7044000,140880.0,1267920,5635200,38,1476593,1492382,2023-12-28,2024-01-25,False
L44329,C44329,Personal,Unsecured,954000,735000,14700.0,132300,588000,9,529199,475775,2023-12-28,2024-01-04,False
L44330,C44330,Home,Secured,2585000,2538000,50760.0,456840,2030400,36,470680,384389,2023-12-28,2024-01-09,False
L44331,C44331,Home,Secured,7294000,5259000,105180.0,946620,4207200,45,958280,890388,2023-12-28,2023-12-31,False
L44332,C44332,Education,Secured,19188000,14784000,295680.0,2661120,11827200,55,4960415,3861122,2023-12-28,2024-01-03,False
L44333,C44333,Auto,Secured,3543000,2617000,52340.0,471060,2093600,35,1843285,1288274,2023-12-28,2023-12-31,False
L44334,C44334,Personal,Unsecured,278000,249000,4980.0,44820,199200,13,170425,225836,2023-12-28,2024-01-13,False
L44335,C44335,Home,Secured,11473000,10387000,207740.0,1869660,8309600,35,1943527,1741078,2023-12-28,2024-01-22,False
L44336,C44336,Home,Secured,1734000,1509000,30180.0,271620,1207200,47,266545,306066,2023-12-28,2023-12-30,True
L44337,C44337,Home,Secured,5442000,4573000,91460.0,823140,3658400,29,1128208,821226,2023-12-28,2024-01-04,False
L44338,C44338,Personal,Unsecured,478000,369000,7380.0,66420,295200,6,265679,237761,2023-12-28,2024-01-06,False
L44339,C44339,Auto,Secured,9862000,7797000,155940.0,1403460,6237600,12,4134480,4178202,2023-12-29,2024-01-16,False
L44340,C44340,Auto,Secured,10000000,7629000,152580.0,1373220,6103200,17,5000000,4602424,2023-12-29,2024-01-22,False
L44341,C44341,Home,Secured,12753000,9216000,184320.0,1658880,7372800,41,1709978,2228909,2023-12-29,2024-01-10,False
L44342,C44342,Home,Secured,2465000,2087000,41740.0,375660,1669600,37,412736,273140,2023-12-29,2024-01-21,False
L44343,C44343,Education,Secured,11043000,9441000,188820.0,1699380,7552800,33,2501995,1794457,2023-12-29,2024-01-12,False
L44344,C44344,Home,Secured,8796000,6255000,125100.0,1125900,5004000,33,1551267,955905,2023-12-29,2024-01-11,True
L44345,C44345,Auto,Secured,3399000,2711000,54220.0,487980,2168800,31,1505632,1050864,2023-12-29,2024-01-22,False
L44346,C44346,Personal,Unsecured,2955000,2952000,59040.0,531360,2361600,7,1516838,949876,2023-12-29,2024-01-17,False
L44347,C44347,Auto,Secured,725000,601000,12020.0,108180,480800,26,353120,235735,2023-12-29,2024-01-20,False
L44348,C44348,Education,Secured,5321000,3846000,76920.0,692280,3076800,55,1506706,1028102,2023-12-29,2024-01-03,False
L44349,C44349,Home,Secured,6447000,6321000,126420.0,1137780,5056800,43,1106503,756967,2023-12-29,2024-01-07,False
L44350,C44350,Auto,Secured,4639000,3701000,74020.0,666180,2960800,23,1930309,1755031,2023-12-29,2023-12-30,False
L44351,C44351,Home,Secured,5243000,4809000,96180.0,865620,3847200,47,1095736,745225,2023-12-29,2024-01-16,False
L44352,C44352,Personal,Unsecured,2669000,2135000,42700.0,384300,1708000,23,1537199,1475590,2023-12-29,2024-01-15,False
L44353,C44353,Home,Secured,11169000,11141000,222820.0,2005380,8912800,38,1290804,785923,2023-12-29,2024-01-27,True
L44354,C44354,Home,Secured,11010000,9290000,185800.0,1672200,7432000,43,2454116,1494736,2023-12-29,2024-01-09,False
L44355,C44355,Auto,Secured,10000000,8756000,175120.0,1576080,7004800,16,5000000,2233372,2023-12-29,2024-01-24,False
L44356,C44356,Auto,Secured,9879000,9704000,194080.0,1746720,7763200,28,5000000,2395260,2023-12-29,2024-01-14,False
L44357,C44357,Home,Secured,1565000,1210000,24200.0,217800,968000,26,233717,185784,2023-12-29,2024-01-12,False
L44358,C44358,Education,Secured,1459000,1222000,24440.0,219960,977600,50,557489,318360,2023-12-29,2024-01-23,False
L44359,C44359,Personal,Unsecured,5000000,3579000,71580.0,644220,2863200,16,2576879,1862170,2023-12-29,2024-01-27,False
L44360,C44360,Home,Secured,7088000,6301000,126020.0,1134180,5040800,42,1406908,1042845,2023-12-29,2024-01-26,False
L44361,C44361,Personal,Unsecured,384000,360000,7200.0,64800,288000,7,259199,219182,2023-12-29,2024-01-17,False
L44362,C44362,Education,Secured,3047000,2430000,48600.0,437400,1944000,46,1025167,639426,2023-12-29,2024-01-20,False
L44363,C44363,Personal,Unsecured,3027000,2518000,50360.0,453240,2014400,15,1812959,1327720,2023-12-29,2024-01-25,False
L44364,C44364,Personal,Unsecured,354000,280000,5600.0,50400,224000,15,186402,106656,2023-12-29,2024-01-22,True
L44365,C44365,Auto,Secured,445000,368000,7360.0,66240,294400,31,182233,106025,2023-12-29,2024-01-12,True
L44366,C44366,Home,Secured,8273000,7055000,141100.0,1269900,5644000,38,1660639,1026426,2023-12-29,2024-01-19,False
L44367,C44367,Education,Secured,6513000,4908000,98160.0,883440,3926400,40,2533657,1029474,2023-12-30,2024-01-21,False
L44368,C44368,Auto,Secured,3749000,2632000,52640.0,473760,2105600,14,1895039,885082,2023-12-30,2024-01-27,False
L44369,C44369,Education,Secured,2232000,1599000,31980.0,287820,1279200,15,876507,492088,2023-12-30,2024-01-14,False
L44370,C44370,Personal,Unsecured,1423000,1359000,27180.0,244620,1087200,12,978479,944949,2023-12-30,2024-01-28,False
L44371,C44371,Personal,Unsecured,5000000,4685000,93700.0,843300,3748000,7,3373199,3599059,2023-12-30,2024-01-02,False
L44372,C44372,Personal,Unsecured,5000000,4673000,93460.0,841140,3738400,19,3364559,4548986,2023-12-30,2024-01-18,False
L44373,C44373,Home,Secured,15076000,11898000,237960.0,2141640,9518400,27,2374230,1351292,2023-12-30,2024-01-05,False
L44374,C44374,Home,Secured,6569000,6413000,128260.0,1154340,5130400,47,1446432,927359,2023-12-30,2024-01-04,False
L44375,C44375,Personal,Unsecured,2089000,1546000,30920.0,278280,1236800,23,1113119,1012567,2023-12-30,2024-01-10,False
L44376,C44376,Home,Secured,9760000,8199000,163980.0,1475820,6559200,42,2269512,1523898,2023-12-30,2024-01-18,False
L44377,C44377,Personal,Unsecured,197000,154000,3080.0,27720,123200,15,110879,100417,2023-12-30,2024-01-22,False
L44378,C44378,Education,Secured,372000,352000,7040.0,63360,281600,18,135158,68912,2023-12-30,2024-01-10,False
L44379,C44379,Personal,Unsecured,1580000,1383000,27660.0,248940,1106400,23,995759,860603,2023-12-30,2024-01-24,False
L44380,C44380,Home,Secured,1669000,1507000,30140.0,271260,1205600,31,267786,193666,2023-12-30,2024-01-29,False
L44381,C44381,Home,Secured,9512000,9411000,188220.0,1693980,7528800,39,2653977,1340086,2023-12-30,2024-01-21,True
L44382,C44382,Education,Secured,1640000,1481000,29620.0,266580,1184800,17,468650,350694,2023-12-30,2024-01-04,True
L44383,C44383,Personal,Unsecured,244000,236000,4720.0,42480,188800,21,138356,112143,2023-12-30,2024-01-05,False
L44384,C44384,Home,Secured,656000,614000,12280.0,110520,491200,47,151011,57448,2023-12-30,2024-01-08,False
L44385,C44385,Auto,Secured,2861000,2460000,49200.0,442800,1968000,34,1258119,637899,2023-12-30,2024-01-23,False
L44386,C44386,Auto,Secured,4585000,3381000,67620.0,608580,2704800,26,2284772,1242654,2023-12-30,2024-01-01,False
L44387,C44387,Personal,Unsecured,3189000,2937000,58740.0,528660,2349600,8,2114639,1510033,2023-12-30,2024-01-06,False
L44388,C44388,Education,Secured,1135000,990000,19800.0,178200,792000,56,520544,231660,2023-12-30,2024-01-16,False
L44389,C44389,Home,Secured,478000,345000,6900.0,62100,276000,39,69538,50057,2023-12-30,2024-01-09,False
L44390,C44390,Personal,Unsecured,473000,454000,9080.0,81720,363200,12,272207,180519,2023-12-30,2024-01-08,False
L44391,C44391,Home,Secured,916000,840000,16800.0,151200,672000,47,222970,177661,2023-12-30,2024-01-12,False
L44392,C44392,Personal,Unsecured,3354000,2831000,56620.0,509580,2264800,6,2038319,1136821,2023-12-30,2024-01-01,False
L44393,C44393,Personal,Unsecured,2944000,2815000,56300.0,506700,2252000,15,1607530,1578970,2023-12-30,2023-12-31,False
L44394,C44394,Auto,Secured,10000000,9418000,188360.0,1695240,7534400,29,5000000,1965365,2023-12-31,2024-01-23,False
L44395,C44395,Home,Secured,39378000,34747000,694940.0,6254460,27797600,26,5000000,3346233,2023-12-31,2024-01-18,False
L44396,C44396,Personal,Unsecured,5000000,4800000,96000.0,864000,3840000,9,3455999,2180173,2023-12-31,2024-01-07,False
L44397,C44397,Personal,Unsecured,5000000,3828000,76560.0,689040,3062400,13,2756159,3210926,2023-12-31,2024-01-23,False
L44398,C44398,Auto,Secured,10000000,9426000,188520.0,1696680,7540800,13,4934454,4284253,2023-12-31,2024-01-27,False
L44399,C44399,Personal,Unsecured,1167000,1066000,21320.0,191880,852800,11,767519,514785,2023-12-31,2024-01-07,True
L44400,C44400,Home,Secured,4458000,4099000,81980.0,737820,3279200,30,1097632,502091,2023-12-31,2024-01-21,False
L44401,C44401,Home,Secured,1390000,1193000,23860.0,214740,954400,42,317997,124282,2023-12-31,2024-01-24,False
L44402,C44402,Personal,Unsecured,3244000,2286000,45720.0,411480,1828800,16,1645919,988988,2023-12-31,2024-01-15,False
L44403,C44403,Personal,Unsecured,5000000,4689000,93780.0,844020,3751200,8,3376079,3811387,2023-12-31,2024-01-10,False
L44404,C44404,Personal,Unsecured,916000,815000,16300.0,146700,652000,18,586799,431227,2023-12-31,2024-01-03,False
L44405,C44405,Personal,Unsecured,713000,693000,13860.0,124740,554400,15,480952,259542,2023-12-31,2024-01-04,False
L44406,C44406,Personal,Unsecured,671000,632000,12640.0,113760,505600,15,376279,265134,2023-12-31,2024-01-09,False
L44407,C44407,Home,Secured,18331000,17099000,341980.0,3077820,13679200,36,5000000,3293404,2023-12-31,2024-01-11,False
L44408,C44408,Home,Secured,2082000,1550000,31000.0,279000,1240000,40,363684,145645,2023-12-31,2024-01-28,False
L44409,C44409,Auto,Secured,4810000,3818000,76360.0,687240,3054400,25,2741234,1392926,2023-12-31,2024-01-15,False
L44410,C44410,Auto,Secured,1220000,1217000,24340.0,219060,973600,21,397030,246395,2023-12-31,2024-01-05,False
L44411,C44411,Home,Secured,11253000,10773000,215460.0,1939140,8618400,38,2117157,1037153,2023-12-31,2024-01-13,False
L44412,C44412,Auto,Secured,3798000,3545000,70900.0,638100,2836000,24,1598243,879576,2023-12-31,2024-01-14,False
L44413,C44413,Auto,Secured,4291000,3859000,77180.0,694620,3087200,21,1644286,874372,2023-12-31,2024-01-04,False
L44414,C44414,Auto,Secured,1135000,1051000,21020.0,189180,840800,15,601099,418399,2023-12-31,2024-01-27,False
L44415,C44415,Home,Secured,5628000,4208000,84160.0,757440,3366400,34,1485367,865524,2023-12-31,2024-01-02,False
L44416,C44416,Auto,Secured,1158000,1044000,20880.0,187920,835200,31,597748,389904,2023-12-31,2024-01-23,False
L44417,C44417,Personal,Unsecured,720000,617000,12340.0,111060,493600,21,444239,254338,2023-12-31,2024-01-08,False
L44418,C44418,Personal,Unsecured,112000,93000,1860.0,16740,74400,10,56908,59697,2023-12-31,2024-01-21,False
L44419,C44419,Auto,Secured,3758000,3202000,64040.0,576360,2561600,17,961699,807922,2023-12-31,2024-01-10,False
L44420,C44420,Education,Secured,2181000,1875000,37500.0,337500,1500000,18,1020464,830030,2023-12-31,2024-01-22,False
L44421,C44421,Personal,Unsecured,1480000,1312000,26240.0,236160,1049600,14,944639,533733,2024-01-01,2024-01-22,False
L44422,C44422,Auto,Secured,1124000,799000,15980.0,143820,639200,22,575279,482998,2024-01-01,2024-01-28,False
L44423,C44423,Home,Secured,1984000,1898000,37960.0,341640,1518400,42,317234,248706,2024-01-01,2024-01-05,True
L44424,C44424,Home,Secured,971000,757000,15140.0,136260,605600,32,189152,104697,2024-01-01,2024-01-02,False
L44425,C44425,Personal,Unsecured,864000,788000,15760.0,141840,630400,20,348829,269295,2024-01-01,2024-01-17,False
L44426,C44426,Personal,Unsecured,530000,505000,10100.0,90900,404000,16,363599,307336,2024-01-01,2024-01-28,False
L44427,C44427,Personal,Unsecured,5000000,3983000,79660.0,716940,3186400,20,2867759,4414747,2024-01-01,2024-01-05,False
L44428,C44428,Home,Secured,9977000,8223000,164460.0,1480140,6578400,45,1222469,1296938,2024-01-01,2024-01-17,False
L44429,C44429,Personal,Unsecured,1499000,1478000,29560.0,266040,1182400,10,1064159,891815,2024-01-01,2024-01-17,False
L44430,C44430,Personal,Unsecured,3506000,3085000,61700.0,555300,2468000,19,1809814,1005464,2024-01-01,2024-01-09,False
L44431,C44431,Personal,Unsecured,1854000,1340000,26800.0,241200,1072000,19,964799,925144,2024-01-01,2024-01-03,False
L44432,C44432,Personal,Unsecured,1428000,1015000,20300.0,182700,812000,17,709427,653462,2024-01-01,2024-01-11,False
L44433,C44433,Personal,Unsecured,520000,371000,7420.0,66780,296800,23,267119,307329,2024-01-01,2024-01-02,False
L44434,C44434,Home,Secured,25906000,18343000,366860.0,3301740,14674400,44,3680606,2204677,2024-01-01,2024-01-19,False
L44435,C44435,Personal,Unsecured,1871000,1622000,32440.0,291960,1297600,12,1167839,901282,2024-01-01,2024-01-27,False
L44436,C44436,Personal,Unsecured,771000,578000,11560.0,104040,462400,11,416159,441701,2024-01-01,2024-01-18,False
L44437,C44437,Home,Secured,32016000,30064000,601280.0,5411520,24051200,40,5000000,3646457,2024-01-01,2024-01-09,False
L44438,C44438,Home,Secured,1334000,1147000,22940.0,206460,917600,31,187481,137868,2024-01-01,2024-01-05,False
